Name,Stars,Reviewed_Country,Date,Verified,HelpfulVotes,Title,Review
Indian,4,India,04-11-2019,FALSE,0,"Great product, but still quite dumb","Amazon echo dot is a great product in terms of its sound quality and overall entertainment value. But for practical use it is still quite dumb. For Indians we definitely need to set English and Hindi together. Also many common things it does in a dumbest way. Many Indian songs it doesn't understand correctly. Variations in news, scores, horoscopes, weather are just missing.Long way to go for this technology. In many ways google assistant is better. I hope that same device should allow marriage of all the technologies in this field."
Sidhartha Bitla,4,India,25-05-2019,FALSE,0,Good,Looks wise the product looks amazing. Audio quality is good. Voice Recognition is very bad. Some times if we are so close it won't respond. It has a limited library of songs so it won't give you the expected song to play. If we ask for some favorite song to play it plays some other song. This should be updated. Amazon music should update huge list of songs to resolve the issue.
Pompi,5,India,30-05-2021,FALSE,0,Read this while you decide,"The room has converted into a smart home. But it is a costly affair. First of all you need a wifi connection then you need all smart acessories or appliances to pair with Alexa such as Smart Plug, Smart Bulb, IR Blaster(require in case of non-smart appliance like AC). Overall it gives an esteem feeling. The echo dot 3 is good. But I expected a beter sound from the device."
ac,5,India,08-08-2020,FALSE,2,Worth the money,"Worth the money. Could work better on voice recognition. Otherwise pretty decent.Sound quality is better than what I had expected.Overall, Alexa is a better option than Google home."
Dharma Sriram,1,India,29-09-2021,FALSE,1,"Dont buy, not for long term usage",After one year of usage speaker is not working. Crack sound it's coming. This is happened for my friend too. And service is very pathetic. I have booked service and no one called me back. Better to go for Google one which is very reliable. This is not for long term usage. After completing one year this will
Richard Stane,5,India,31-10-2019,FALSE,0,My home is also smarter now.,"I bought this product for just tryout and mainly because of the offer season trust it me guys its more than a tryout now it controls everything that has a wifi built into it and has a Internet access, not your phone though.But it can make a call to your phone if you install Alexa app into your mobile phone.Control your light plugs and you can even make a call to Alexa to with making changes in your settings of hors and the other persons Alexa device. All this happens just by commanding it through your voice.It truly is a smart device"
Thilak,1,India,15-02-2021,FALSE,1,Noisy sound after 20 days,"I bought this on Jan 25 and it was working great, the voice recognition is good, alexa software sucks and sound quality was also good (not for long). Now its 20 days and the speaker started creating buzzy sounds. At the beginning it was low, but as the time passes, the buzzing sound is also increased. Won't recommend it happily to someone."
Arpit,4,India,03-12-2019,FALSE,0,Smart but not enough,"Alexa is good in understanding the Indian accent and covering Hindi-English language , it does the job of voice assistant in terms of managing devices around... I tried controlling my Denon AVR X2500h with Alexa, it does the basic task of paying song, changing volume, but can't change the music mode etc. Similarly I can control my Airtel Internet TV set top box once set-top box is swith on, it can not swith it on or off.So it gets the work done upto certain extend but not completely.The biggest problem which is see with Echo devices is that it can not get the information from web though it is connected to internet always, for every thing to do it needs skill.Ideally it should go to web to find some basic answers instead of saying ""I don't know"".If anyone wants to use it just for playing music then this is one of the best smart speaker available in market in given price."
Aditya,5,India,03-06-2020,FALSE,0,Happy,"We have been using it for months. Kids love it. Though Echo may not always find the Telugu songs we intend it to play, we can find the song in Amazon music app and play it once, Echo will pick it. We have to give the song details as per the song info showing in Amazon music app. We keep Echo on top of our fridge to keep it out of reach of my 3 year old. Sometimes it will not catch our commands, so we have to turn it so that it's microphone hears our commands clearly. It is good that Echo can read a story to my kid, from the same page we last read in our Kindle. Overall happy with it."
Yashwanth Y V,5,India,31-12-2021,FALSE,1,Very Good Product,The media could not be loaded.  Overall good quality it is baby rhymes songs and also controls geyser doing well with compared to other versions this is economical and technically goodrecommended for others to buy
